Title,Date,View_URL,View,View1,middle,Author,colsm4,colsm42,colsm43,maintext,View4,View5,View6,View7,Like,socialshareicon,socialshareicon_URL,socialshareicon8,socialshareicon_URL9,socialshareicon10,socialshareicon_URL11,socialshareicon12,Content
Current Employee - Account Strategist,"May 7, 2017",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW14956092.htm,"""Comfortable Working Environment""",4.0,in Singapore,Singapore,Recommends,Positive Outlook,Approves of CEO,I have been working at Google full-time for less than a year,Pros,"The working environment is very comfortable. Most people are smart, friendly, and love the company. The total salary package is well over the market rates.",Cons,"As the company grows bigger, it's becoming more and more political. If you're not an engineer then getting good performance ratings and promotion takes a bit of skills.",Continue reading,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW14956092.htm&text=Google+review+on+%23Glassdoor%3A+%22Comfortable%20Working%20Environment%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Comfortable%20Working%20Environment%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW14956092.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW14956092.htm,Copy Link,Flag as Inappropriate
,"April 10, 2017",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW14577864.htm,"""My internship experience""",5.0,,,Recommends,,,I worked at Google ,Pros,"- Diversity 
- Dynamic and helpful teams 
- Great workplace design to increase productivity",Cons,- sometimes you have short time to socialise with a big group,Continue reading,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW14577864.htm&text=Google+review+on+%23Glassdoor%3A+%22My%20internship%20experience%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22My%20internship%20experience%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW14577864.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW14577864.htm,Copy Link,Flag as Inappropriate
Current Employee - Anonymous Employee,"March 9, 2017",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW14110455.htm,"""Software engineer""",5.0,,,Recommends,Positive Outlook,,I have been working at Google full-time,Pros,Very Creative and driven people,Cons,Not much cons here at Google,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW14110455.htm&text=Google+review+on+%23Glassdoor%3A+%22Software%20engineer%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Software%20engineer%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW14110455.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW14110455.htm,Copy Link,Flag as Inappropriate
,"February 23, 2017",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW13906953.htm,"""Analyst""",5.0,,,Recommends,Positive Outlook,Approves of CEO,I worked at Google ,Pros,Great Place to work at !,Cons,Nothing that i can think of,Continue reading,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW13906953.htm&text=Google+review+on+%23Glassdoor%3A+%22Analyst%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Analyst%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW13906953.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW13906953.htm,Copy Link,Flag as Inappropriate
Current Employee - Anonymous Employee,"February 21, 2017",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW13884577.htm,"""Best Job Ever""",5.0,,,Recommends,Positive Outlook,Approves of CEO,I have been working at Google full-time,Pros,Clearly the best pay and greatest work that I can do. Love my colleagues and enjoy their teaching and helping.,Cons,Too comfortable sometimes. Probably not challenging enough to keep you active all the time.,Continue reading,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW13884577.htm&text=Google+review+on+%23Glassdoor%3A+%22Best%20Job%20Ever%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Best%20Job%20Ever%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW13884577.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW13884577.htm,Copy Link,Flag as Inappropriate
Current Employee - Anonymous Employee,"January 30, 2017",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW13559076.htm,"""Amazing - though not always perfect - place to work""",5.0,,,,,,I have been working at Google full-time,Pros,"Excellent benefits/perks/work environment.
Work with amazingly smart people in a fun environment.",Cons,"Not always the most organized / efficient, thought that also adds to the creative/startup culture.",,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW13559076.htm&text=Google+review+on+%23Glassdoor%3A+%22Amazing%20-%20though%20not%20always%20perfect%20-%20place%20to%20work%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Amazing%20-%20though%20not%20always%20perfect%20-%20place%20to%20work%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW13559076.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW13559076.htm,Copy Link,Flag as Inappropriate
Former Employee - Anonymous Employee,"January 31, 2017",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW13563388.htm,"""Best Workplace""",5.0,in Singapore,Singapore,Recommends,Positive Outlook,Approves of CEO,I worked at Google part-time for more than a year,Pros,I think goole is a best place to works (for me).,Cons,Nothing is bad i think in this jobs.,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW13563388.htm&text=Google+review+on+%23Glassdoor%3A+%22Best%20Workplace%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Best%20Workplace%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW13563388.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW13563388.htm,Copy Link,Flag as Inappropriate
Current Employee - Account Executive,"January 1, 2017",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW13152837.htm,"""Account Manager""",5.0,in Singapore,Singapore,Recommends,Positive Outlook,Approves of CEO,I have been working at Google full-time for more than 10 years,Pros,New job challenges and glassdoor office,Cons,Free lunch and snack and other benefits,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW13152837.htm&text=Google+review+on+%23Glassdoor%3A+%22Account%20Manager%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Account%20Manager%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW13152837.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW13152837.htm,Copy Link,Flag as Inappropriate
Former Employee - People Operations Specialist,"September 25, 2016",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW12062581.htm,"""HR Operations Specialist""",4.0,in Singapore,Singapore,Recommends,Positive Outlook,No Opinion of CEO,I worked at Google full-time for more than a year,Pros,"Competitive compensation, great perks, flexibility on working hours. Working spacing is really nice as well. Great managers. Possibility to communicate ideas as junior team member",Cons,"Becoming really big and hence unavoidable bureaucracy, limited career growth opportunity (hard and slow to get promoted), jobs are mostly mundane grinding work.",Continue reading,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW12062581.htm&text=Google+review+on+%23Glassdoor%3A+%22HR%20Operations%20Specialist%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22HR%20Operations%20Specialist%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW12062581.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW12062581.htm,Copy Link,Flag as Inappropriate
Current Employee - Anonymous Employee,"September 18, 2016",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW11974674.htm,"""Best people to work with and culture""",5.0,in Singapore,Singapore,Recommends,Positive Outlook,Approves of CEO,I have been working at Google full-time for more than 3 years,Pros,"Google's stringent hiring standards has created a company with excellent employees and a great environment to work in. Colleagues are extremely intelligent, driven, diverse, and accepting.",Cons,"The only downside about the culture is that most people at Google are ""type A"" personalities which makes internal competition extremely high.",Continue reading,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW11974674.htm&text=Google+review+on+%23Glassdoor%3A+%22Best%20people%20to%20work%20with%20and%20culture%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Best%20people%20to%20work%20with%20and%20culture%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW11974674.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW11974674.htm,Copy Link,Flag as Inappropriate
,"October 1, 2016",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW12148574.htm,"""Pros and Cons - Just Like Any Other Big Company""",3.0,,,Doesn't Recommend,Positive Outlook,Approves of CEO,I have been working at Google ,Pros,"Amazing people who are really talented and bright, loads of employee benefits",Cons,Career development is virtually impossible if you come into the company at senior level. Far too Mountain View centric in recent years - need a more global perspective. Difficult to grow careers after middle management unless you are prepared to move to HQ in the US,Continue reading,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW12148574.htm&text=Google+review+on+%23Glassdoor%3A+%22Pros%20and%20Cons%20-%20Just%20Like%20Any%20Other%20Big%20Company%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Pros%20and%20Cons%20-%20Just%20Like%20Any%20Other%20Big%20Company%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW12148574.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW12148574.htm,Copy Link,Flag as Inappropriate
Current Employee - Business Development Manager,"September 9, 2016",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW11867977.htm,"""Best company ever""",5.0,in Singapore,Singapore,Recommends,Positive Outlook,Approves of CEO,I have been working at Google full-time for more than 3 years,Pros,Highly intelligent and friendly colleagues and managers. Senior management trusts about employees and often takes time to share business insights.,Cons,Too much inhouse facilities and food that keep employees in the office. Can be stressful if you are unwilling to work hard because colleagues are bright and highly engaged.,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW11867977.htm&text=Google+review+on+%23Glassdoor%3A+%22Best%20company%20ever%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Best%20company%20ever%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW11867977.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW11867977.htm,Copy Link,Flag as Inappropriate
Current Employee - Product Marketing Manager,"April 29, 2016",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW10443083.htm,"""PMM""",5.0,in Singapore,Singapore,Recommends,Positive Outlook,Approves of CEO,I have been working at Google full-time for more than 5 years,Pros,"Great place to be working at. Smart people, great projects.",Cons,"Large company, becoming very hierarchical.",Continue reading,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW10443083.htm&text=Google+review+on+%23Glassdoor%3A+%22PMM%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22PMM%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW10443083.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW10443083.htm,Copy Link,Flag as Inappropriate
,"May 8, 2016",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW10530154.htm,"""Selected for GSoC 2016""",5.0,,,Recommends,Positive Outlook,Approves of CEO,I have been working at Google  for less than a year,Pros,Adds value to your skillset and experience. You learn. Huge stipend !!,Cons,Should send at least two t-shirts and more google goodies,Continue reading,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW10530154.htm&text=Google+review+on+%23Glassdoor%3A+%22Selected%20for%20GSoC%202016%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Selected%20for%20GSoC%202016%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW10530154.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW10530154.htm,Copy Link,Flag as Inappropriate
Summer MBA Associate,"May 22, 2016",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW10687388.htm,"""Great place to learn""",4.0,in Singapore,Singapore,Recommends,Positive Outlook,No Opinion of CEO,I worked at Google ,Pros,"Really enjoyed the team, super smart people, cool offices. Offers great exposure to a growing field as well as fantastic perks ranging from massages to delicious food.",Cons,Don't really have much to complain about here,Continue reading,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW10687388.htm&text=Google+review+on+%23Glassdoor%3A+%22Great%20place%20to%20learn%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Great%20place%20to%20learn%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW10687388.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW10687388.htm,Copy Link,Flag as Inappropriate
Current Employee - Business Development Manager,"May 4, 2016",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW10486844.htm,"""Google""",5.0,in Singapore,Singapore,Recommends,Positive Outlook,,I have been working at Google full-time for more than 5 years,Pros,Everything about Google is fantastic!,Cons,Very little downside in joining Google!,Continue reading,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW10486844.htm&text=Google+review+on+%23Glassdoor%3A+%22Google%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Google%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW10486844.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW10486844.htm,Copy Link,Flag as Inappropriate
